,M
12266,-281
12267,1616
12268,3527
12269,4933
12270,6134
12271,7351
12272,8564
12273,9759
12274,10969
12275,12231
12276,12992
12277,13474
12278,13792
12279,13943
12280,13943
12281,13679
12282,13114
12283,12840
12284,12777
12285,12770
12286,12745
12287,12379
12288,11858
12289,10654
12290,8928
12291,7537
12292,6703
12293,5615
12294,3674
12295,2037
12296,934
12297,-391
12298,-1895
12299,-3950
12300,-5990
12301,-7620
12302,-8698
12303,-9306
12304,-9708
12305,-9850
12306,-10212
12307,-10971
12308,-11349
12309,-11658
12310,-11704
12311,-11313
12312,-10956
12313,-10655
12314,-10677
12315,-10692
12316,-10282
12317,-9679
12318,-8595
12319,-7335
12320,-6301
12321,-5457
12322,-4629
12323,-3622
12324,-2833
12325,-2588
12326,-2583
12327,-2703
12328,-2353
12329,-1634
12330,-754
12331,-113
12332,501
12333,1573
12334,2287
12335,2634
12336,3330
12337,3511
12338,3004
12339,2491
12340,1911
12341,1325
12342,103
12343,-1675
12344,-3176
12345,-3828
12346,-3701
12347,-3681
12348,-3291
12349,-2495
12350,-2109
12351,-2038
12352,-2210
12353,-2949
12354,-4189
12355,-5481
12356,-6266
12357,-6888
12358,-8041
12359,-9394
12360,-10046
12361,-10240
12362,-9924
12363,-9222
12364,-8161
12365,-6774
12366,-5209
12367,-4057
12368,-3090
12369,-1508
12370,380
12371,2212
12372,3415
12373,4143
12374,4793
12375,5239
12376,5358
12377,5670
12378,5951
12379,5872
12380,5803
12381,5433
12382,4511
12383,3346
12384,2137
12385,1190
12386,1030
12387,959
12388,655
12389,205
12390,-645
12391,-1649
12392,-2183
12393,-2844
12394,-3550
12395,-4087
12396,-4309
12397,-4456
12398,-4063
12399,-3308
12400,-3016
12401,-2397
12402,-1553
12403,-1395
12404,-1577
12405,-1691
12406,-1895
12407,-2428
12408,-2955
12409,-2533
12410,-1761
12411,-1207
12412,-367
12413,699
12414,1665
12415,2488
12416,3301
12417,4035
12418,4193
12419,4098
12420,4816
12421,5342
12422,5383
12423,5562
12424,5461
12425,5121
12426,4866
12427,4572
12428,4391
12429,4728
12430,5249
12431,5427
12432,5299
12433,4724
12434,3327
12435,2003
12436,902
12437,-72
12438,-479
12439,-628
12440,-739
12441,-788
12442,-1038
12443,-1229
12444,-1458
12445,-1925
12446,-1531
12447,-963
12448,-562
12449,-283
12450,-549
12451,-859
12452,-1107
12453,-1357
12454,-1637
12455,-1584
12456,-1374
12457,-1231
12458,-986
12459,-870
12460,-1275
12461,-1717
12462,-1941
12463,-1965
12464,-1821
12465,-1503
12466,-870
12467,-467
12468,-111
12469,154
12470,107
12471,266
12472,759
12473,1031
12474,1133
12475,1506
12476,1512
12477,904
12478,514
12479,597
12480,511
12481,205
12482,-200
12483,-390
12484,-590
12485,-740
12486,-347
12487,200
12488,609
12489,1016
12490,1467
12491,1904
12492,2232
12493,2478
12494,2640
12495,2061
12496,1294
12497,480
12498,-339
12499,-662
12500,-609
12501,-466
12502,-418
12503,-251
12504,22
12505,388
12506,405
12507,257
12508,-103
12509,-752
12510,-1149
12511,-984
12512,-408
12513,-38
12514,96
12515,-4
12516,-85
12517,-165
12518,-95
12519,363
12520,647
12521,854
12522,691
12523,25
12524,-392
12525,-512
12526,-736
12527,-1091
12528,-1109
12529,-603
12530,-188
12531,153
12532,317
12533,-2
12534,-118
12535,-324
12536,-659
12537,-1080
12538,-1908
12539,-2658
12540,-3006
12541,-3154
12542,-2748
12543,-2294
12544,-1736
12545,-1235
12546,-858
12547,-602
12548,-486
12549,-831
12550,-1325
12551,-1913
12552,-2551
12553,-2772
12554,-2892
12555,-2490
12556,-1615
12557,-964
12558,-169
12559,805
12560,1311
12561,1246
12562,1082
12563,842
12564,139
12565,-367
12566,-358
12567,-402
12568,-511
12569,-1022
12570,-1521
12571,-1518
12572,-1466
12573,-1111
12574,-902
12575,-1018
12576,-898
12577,-461
12578,142
12579,633
12580,1189
12581,1509
12582,1369
12583,778
12584,-6
12585,54
12586,619
12587,1071
12588,1220
12589,845
12590,651
12591,880
12592,1152
12593,1323
12594,1266
12595,1141
12596,1210
12597,1345
12598,1205
12599,520
12600,-47
12601,-510
12602,-667
12603,-319
12604,-112
12605,208
12606,712
12607,1063
12608,1366
12609,1306
12610,1004
12611,374
12612,-401
12613,-752
12614,-1096
12615,-1010
12616,-459
12617,189
12618,561
12619,245
12620,-74
12621,86
12622,381
12623,645
12624,1198
12625,2033
12626,2062
12627,1519
12628,1114
12629,628
12630,448
12631,564
12632,197
12633,-7
12634,49
12635,374
12636,993
12637,1724
12638,1997
12639,1711
12640,1610
12641,1672
12642,1438
12643,1699
12644,1743
12645,1334
12646,1237
12647,834
12648,435
12649,231
12650,405
12651,968
12652,1044
12653,658
12654,597
12655,523
12656,878
12657,1732
12658,2137
12659,1732
12660,964
12661,350
12662,121
12663,-243
12664,-556
12665,-456
12666,268
12667,916
12668,384
12669,-177
12670,-134
12671,-423
12672,-214
12673,214
12674,2
12675,-252
12676,-814
12677,-1599
12678,-2656
12679,-3685
12680,-4096
12681,-3421
12682,-1980
12683,-573
12684,209
12685,553
12686,739
12687,590
12688,216
12689,-184
12690,-781
12691,-1264
12692,-1498
12693,-1183
12694,-550
12695,-259
12696,-637
12697,-863
12698,-820
12699,-773
12700,-404
12701,426
12702,1343
12703,2115
12704,2290
12705,1527
12706,644
12707,478
12708,352
12709,-237
12710,59
12711,853
12712,1048
12713,1833
12714,2575
12715,2569
12716,1915
12717,970
12718,-207
12719,-1122
12720,-1261
12721,-1074
12722,-997
12723,-379
12724,184
12725,580
12726,993
12727,1119
12728,845
12729,167
12730,-281
12731,-789
12732,-1632
12733,-2809
12734,-3860
12735,-4052
12736,-3357
12737,-2602
12738,-2023
12739,-1836
12740,-1917
12741,-1880
12742,-2292
12743,-2322
12744,-1389
12745,-1855
12746,-2485
12747,-1769
12748,-1937
12749,-3246
12750,-163
12751,1812
12752,-1262
12753,-397
12754,426
12755,156
12756,1066
12757,983
12758,1256
12759,1528
12760,1621
12761,1673
12762,534
12763,-422
12764,-924
12765,-1474
12766,-1450
12767,-674
12768,170
12769,685
12770,942
12771,1158
12772,1264
12773,1186
12774,861
12775,1453
12776,2768
12777,2529
12778,1892
12779,883
12780,-382
12781,-850
12782,-1156
12783,-1307
12784,-1227
12785,-1030
12786,-864
12787,-907
12788,-1073
12789,-666
12790,539
12791,1698
12792,2347
12793,2786
12794,2764
12795,1847
12796,923
12797,-81
12798,-1287
12799,-1782
12800,-2083
12801,-2059
12802,-1456
12803,-877
12804,-352
12805,216
12806,646
12807,1480
12808,2450
12809,2927
12810,2602
12811,1520
12812,147
12813,-1115
12814,-1463
12815,-1299
12816,-971
12817,-358
12818,175
12819,456
12820,431
12821,158
12822,-191
12823,-1125
12824,-2077
12825,-2347
12826,-2133
12827,-1445
12828,-676
12829,83
12830,1034
12831,1994
12832,2414
12833,2516
12834,2148
12835,1790
12836,1679
12837,1616
12838,1294
12839,1059
12840,703
12841,160
12842,-309
12843,-892
12844,-1322
12845,-1446
12846,-1526
12847,-1455
12848,-888
12849,24
12850,885
12851,980
12852,388
12853,30
12854,-299
12855,-171
12856,253
12857,371
12858,576
12859,442
12860,113
12861,-143
12862,-390
12863,-333
12864,-445
12865,-420
12866,-438
12867,-898
12868,-1439
12869,-1193
12870,-48
12871,1602
12872,2843
12873,3200
12874,2696
12875,1586
12876,557
12877,-227
12878,-507
12879,-755
12880,-837
12881,-562
12882,-263
12883,440
12884,1286
12885,2072
12886,2875
12887,3342
12888,3298
12889,2726
12890,2095
12891,1636
12892,1269
12893,857
12894,698
12895,1445
12896,2446
12897,2777
12898,3252
12899,3606
12900,3651
12901,3803
12902,3196
12903,2409
12904,1349
12905,181
12906,-664
12907,-1341
12908,-1281
12909,-707
12910,-565
12911,-924
12912,-1618
12913,-1815
12914,-1531
12915,-1050
12916,-819
12917,-907
12918,-700
12919,-380
12920,205
12921,695
12922,672
12923,557
12924,188
12925,-50
12926,-643
12927,-1971
12928,-2736
12929,-2863
12930,-2731
12931,-1830
12932,-1008
12933,-874
12934,-512
12935,-289
12936,-19
12937,-132
12938,-426
12939,-396
12940,-239
12941,-75
12942,-139
12943,-172
12944,-153
12945,-586
12946,-685
12947,-225
12948,137
12949,580
12950,617
12951,166
12952,146
12953,306
12954,269
12955,217
12956,175
12957,216
12958,109
12959,110
12960,39
12961,-381
12962,-410
12963,-72
12964,436
12965,823
12966,1126
12967,1108
12968,324
12969,-672
12970,-1217
12971,-1181
12972,-666
12973,-74
12974,227
12975,-5
12976,-517
12977,-887
12978,-1087
12979,-1131
12980,-957
12981,-748
12982,-333
12983,-1
12984,318
12985,118
12986,-174
12987,-385
12988,-622
12989,-595
12990,-609
12991,-650
12992,-614
12993,-609
12994,-689
12995,-684
12996,-586
12997,-579
12998,-265
12999,161
13000,244
13001,410
13002,830
13003,1118
13004,1266
13005,697
13006,-106
13007,-843
13008,-1198
13009,-971
13010,-933
13011,-836
13012,-533
13013,91
13014,354
13015,324
13016,366
13017,129
13018,-181
13019,-768
13020,-1516
13021,-2043
13022,-2244
13023,-2004
13024,-2024
13025,-1834
13026,-1172
13027,-870
13028,-878
13029,-722
13030,-932
13031,-1393
13032,-1903
13033,-2169
13034,-2238
13035,-2055
13036,-1253
13037,-958
13038,-827
13039,-757
13040,-1215
13041,-1141
13042,-994
13043,-1052
13044,-743
13045,-585
13046,-648
13047,-395
13048,-437
13049,-801
13050,-1259
13051,-1344
13052,-1152
13053,-934
13054,-481
13055,-355
13056,-403
13057,-723
13058,-944
13059,-705
13060,-657
13061,-540
13062,-612
13063,-1065
13064,-1423
13065,-1952
13066,-2301
13067,-2510
13068,-2797
13069,-2935
13070,-2992
13071,-2696
13072,-2621
13073,-2742
13074,-3059
13075,-3591
13076,-3818
13077,-3776
13078,-3647
13079,-3447
13080,-3323
13081,-3422
13082,-3338
13083,-3228
13084,-3162
13085,-2926
13086,-2699
13087,-2406
13088,-2349
13089,-2366
13090,-2137
13091,-1929
13092,-1655
13093,-1588
13094,-1671
13095,-1407
13096,-1151
13097,-712
13098,-31
13099,375
13100,666
13101,1040
13102,1409
13103,1558
13104,1443
13105,1555
13106,2142
13107,3039
13108,3708
13109,3997
13110,4247
13111,4180
13112,3848
13113,3969
13114,4023
13115,4165
13116,4859
13117,5249
13118,5726
13119,6070
13120,6254
13121,6530
13122,6588
13123,6528
13124,6429
13125,6371
13126,6365
13127,6421
13128,6587
13129,6564
13130,6595
13131,6641
13132,6566
13133,6554
13134,6511
13135,6466
13136,6572
13137,6553
13138,6885
13139,7397
13140,7499
13141,7474
13142,6946
13143,6379
13144,5852
13145,5193
13146,4956
13147,5061
13148,5288
13149,5824
13150,6085
13151,6377
13152,6864
13153,7236
13154,7727
13155,8280
13156,8747
13157,9297
13158,9816
13159,10283
13160,10989
13161,11998
13162,13022
13163,14005
13164,15523
13165,16738
13166,17138
13167,16757
13168,16055
13169,15316
13170,13806
13171,11411
13172,8627
13173,5612
13174,2624
13175,-188
13176,-2801
13177,-5158
13178,-7269
13179,-9122
13180,-10742
13181,-12123
13182,-13292
13183,-14294
13184,-15154
13185,-15919
13186,-16617
13187,-17305
13188,-18053
13189,-18990
13190,-20332
13191,-22719
13192,-27373
13193,-32768
13194,-32703
13195,-32768
13196,-32766
13197,-32768
13198,-32768
13199,-32766
13200,-32768
13201,-32763
13202,-32768
13203,-32764
13204,-32768
13205,-32644
13206,-31570
13207,-28423
13208,-19976
13209,-351
13210,19564
13211,29278
13212,32767
13213,32739
13214,32572
13215,32572
13216,32579
13217,32492
13218,32502
13219,32447
13220,32423
13221,32392
13222,32351
13223,32079
13224,30267
13225,26547
13226,22989
13227,19849
13228,16765
13229,13950
13230,11175
13231,8169
13232,5269
13233,2676
13234,23
13235,-2716
13236,-5577
13237,-8456
13238,-11079
13239,-13403
13240,-15249
13241,-16994
13242,-18455
13243,-19378
13244,-19672
13245,-19226
13246,-18810
13247,-18169
13248,-17296
13249,-16498
13250,-15303
13251,-13845
13252,-12475
13253,-10930
13254,-9460
13255,-7678
13256,-5772
13257,-4105
13258,-2346
13259,-634
13260,891
13261,2571
13262,4077
13263,5464
13264,6648
13265,7875
13266,9180
13267,10307
13268,11178
13269,11930
13270,12353
13271,12582
13272,12978
13273,13237
13274,13011
13275,12376
13276,11874
13277,11207
13278,10615
13279,9795
13280,8380
13281,7200
13282,5967
13283,4624
13284,3309
13285,1815
13286,517
13287,-843
13288,-1240
13289,-830
13290,-2644
13291,-4743
13292,-5343
13293,-5488
13294,-4337
13295,-4180
13296,-6193
13297,-7763
13298,-7793
13299,-7093
13300,-6363
13301,-6277
13302,-6906
13303,-7371
13304,-7442
13305,-7192
13306,-6674
13307,-6321
13308,-6074
13309,-5829
13310,-5670
13311,-5528
13312,-5067
13313,-4386
13314,-3366
13315,-2548
13316,-2246
13317,-1982
13318,-1368
13319,-576
13320,631
13321,1727
13322,2047
13323,1954
13324,1910
13325,2274
13326,2658
13327,2390
13328,1646
13329,959
13330,422
13331,64
13332,-483
13333,-1449
13334,-2674
13335,-3626
13336,-4092
13337,-4669
13338,-4868
13339,-5084
13340,-5566
13341,-5425
13342,-5573
13343,-5144
13344,-4732
13345,-4520
13346,-3438
13347,-2552
13348,-2051
13349,-1125
13350,-126
13351,675
13352,1523
13353,2044
13354,2608
13355,3475
13356,4207
13357,5162
13358,5942
13359,6484
13360,7214
13361,7707
13362,8281
13363,9303
13364,10096
13365,10539
13366,10940
13367,11308
13368,11917
13369,12337
13370,12550
13371,12619
13372,12565
13373,12334
13374,11820
13375,11355
13376,10970
13377,10380
13378,9849
13379,9225
13380,8382
13381,7616
13382,7094
13383,6733
13384,6088
13385,5280
13386,4546
13387,3715
13388,2953
13389,2291
13390,1699
13391,1037
13392,122
13393,-788
13394,-1350
13395,-1909
13396,-2468
13397,-2759
13398,-3075
13399,-3616
13400,-4078
13401,-4127
13402,-4319
13403,-4627
13404,-4701
13405,-4808
13406,-5081
13407,-5274
13408,-5422
13409,-5752
13410,-5877
13411,-5867
13412,-6041
13413,-5848
13414,-5937
13415,-6185
13416,-5846
13417,-5811
13418,-5940
13419,-5681
13420,-5411
13421,-5198
13422,-4796
13423,-4601
13424,-4556
13425,-4298
13426,-3825
13427,-3682
13428,-3707
13429,-3456
13430,-3255
13431,-2899
13432,-2503
13433,-2444
13434,-2257
13435,-2178
13436,-1915
13437,-1083
13438,-671
13439,-485
13440,-237
13441,22
13442,438
13443,648
13444,875
13445,931
13446,952
13447,1198
13448,1545
13449,1783
13450,1894
13451,1980
13452,2165
13453,2504
13454,2449
13455,2368
13456,2562
13457,2381
13458,2460
13459,2691
13460,2265
13461,2111
13462,2104
13463,2147
13464,2205
13465,2176
13466,2030
13467,1644
13468,1482
13469,1201
13470,909
13471,905
13472,719
13473,663
13474,674
13475,382
13476,-8
13477,-194
13478,-293
13479,-245
13480,-244
13481,-352
13482,-574
13483,-883
13484,-773
13485,-482
13486,-649
13487,-933
13488,-1239
13489,-1332
13490,-1128
13491,-1176
13492,-1390
13493,-1637
13494,-2030
13495,-2001
13496,-1769
13497,-1756
13498,-1598
13499,-1670
13500,-1843
13501,-1733
13502,-1683
13503,-1467
13504,-1378
13505,-1446
13506,-1490
13507,-1325
13508,-1123
13509,-1274
13510,-1430
13511,-1455
13512,-1612
13513,-1444
13514,-1179
13515,-1600
13516,-1831
13517,-1722
13518,-1771
13519,-1604
13520,-1748
13521,-1652
13522,-1393
13523,-1463
13524,-1553
13525,-1736
13526,-1830
13527,-1751
13528,-1787
13529,-1966
13530,-2243
13531,-2347
13532,-2242
13533,-2368
13534,-2490
13535,-2573
13536,-2816
13537,-2572
13538,-2245
13539,-2363
13540,-2517
13541,-2617
13542,-2559
13543,-2142
13544,-1891
13545,-1804
13546,-1649
13547,-1450
13548,-1228
13549,-1129
13550,-1009
13551,-586
13552,-190
13553,-180
13554,-126
13555,36
13556,227
13557,673
13558,910
13559,719
13560,416
13561,579
13562,1020
13563,1237
13564,1213
13565,1078
13566,1048
13567,1124
13568,1330
13569,1435
13570,1486
13571,1562
13572,1300
13573,1051
13574,1100
13575,1286
13576,1400
13577,1137
13578,778
13579,558
13580,559
13581,725
13582,835
13583,497
13584,188
13585,129
13586,111
13587,394
13588,330
13589,-113
13590,-394
13591,-551
13592,-598
13593,-666
13594,-886
13595,-1170
13596,-1080
13597,-805
13598,-577
13599,-461
13600,-560
13601,-174
13602,148
13603,29
13604,162
13605,187
13606,143
13607,157
13608,240
13609,410
13610,310
13611,467
13612,804
13613,1184
13614,1488
13615,1558
13616,1686
13617,1829
13618,1955
13619,2318
13620,2750
13621,3526
13622,4072
13623,3997
13624,2628
13625,-543
13626,-3472
13627,-4241
13628,-3501
13629,-2831
13630,-2967
13631,-3523
13632,-3879
13633,-3512
13634,-2742
13635,-2323
13636,-2181
13637,-2112
13638,-1774
13639,-702
13640,448
13641,1298
13642,1696
13643,1941
13644,2187
13645,2631
13646,3265
13647,3405
13648,3377
13649,2983
13650,2320
13651,2034
13652,2012
13653,1710
13654,1252
13655,586
13656,-8
13657,-295
13658,-439
13659,-503
13660,-691
13661,-734
13662,-1166
13663,-1411
13664,-1320
13665,-1263
13666,-855
13667,-617
13668,-770
13669,-1084
13670,-965
13671,-323
